Technology,Green roof type,Plant species,Irrigation,PV panel type,PV panels and GR locations,Distance PV-green roof [cm],Distance PV-basecase roof [cm],Season,Base case roof situation,Building type,Base case roof,Base case insulation,Roof slope,Item,Item type,Item scale,Item class,Original monetary value,u.m.,Original year(s) at which the item is accounted,Green roof lifetime [years],Actual year(s) at which the item is accounted,Actual monetary value at the accounting year,Inflation adjustment ratio [GDP deflator 2020/GDP deflator year],PPP Exchange rate [€ EU27-2020/ local currency-2020],Adjusted Monetary value [EU27 2020 €/m2],Method for monetary value,Quantiative absolute evaluation,u.m.3,Method for absolute evaluation,Quantiative absolute evaluation 2,u.m. 3,Method for absolute evaluation 2,Climate,Continent,Country,City,Authors,Year,Title,Study type,"WTP Correction factor [GDPpc,EU27-year/GDPpc,country-year)",Unusable monetary value,Case-study ID,Old inflation correction,Old PPP exchange,Old adjusted value
Green roof,Extensive,Sedum,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,0.07,2012 €/m2,every year,not mentioned,every year,0.0691,1.197,1,0.078989736,Avoided cost (electricity and natural gas consumption),,,building energy simulation,,,,Cfb,Europe,United Kingdom,London,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - London,1.308722044,1.052706553,0.117370003
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,0.08,2019 €/m2,every year,40,every year,0.08,1.012,1.008,0.081600278,Avoided cost,,,Authors' calculation on study site,,,,Csa,Europe,Italy,Palermo,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Palermo,1,1.004484305,0.080358744
Green roof,Extensive,Sedum,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,0.11,2012 €/m2,every year,not mentioned,every year,0.1095,1.082,1,0.119450607,Avoided cost (electricity and natural gas consumption),,,building energy simulation,,,,Csa,Europe,Italy,Rome,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - Rome,1.308722044,0.987967914,0.141624079
Green roof,Extensive,Sedum,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,0.2,2012 €/m2,every year,not mentioned,every year,0.1968,1.124,1,0.191119158,Avoided cost (electricity and natural gas consumption),,,building energy simulation,,,,Cfb,Europe,Netherlands,Amsterdam,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione-Amsterdam,1.308722044,0.89684466,0.230934841
Green roof,Extensive,Sedum,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,0.22,2012 €/m2,every year,not mentioned,every year,0.2201,1.061,1,0.25253644,Avoided cost (electricity and natural gas consumption),,,building energy simulation,,,,Bsh,Europe,Spain,"Santa Cruz, Tenerife","Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - Santa Cruz,1.308722044,1.063309353,0.306259712
Green roof,Extensive,,yes,,,,,annual average,Already constructed,primary school,,,slanted,Energy consumption reduction (heating and cooling),benefit,building,financial,0.29,2020 €/m2,every year,40,every year,0.2907,1,1.173,0.341028453,Aggregation,23,%,Aggregation,,,,Csa,Europe,Portugal,Lisbon,"Almeida et al.,",2020,Socioeconomic feasibility of green roofs and walls in public buildings: The case study of primary schoools in Portugal,Cost-Benefit Analysis,,,Almeida - Lisbon2,1,1.171929825,0.328140351
Green roof,Extensive,Grass lawn,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,0.24,2012 €/m2,every year,not mentioned,every year,0.2436,1.197,1,0.278344785,Avoided cost (electricity and natural gas consumption),,,building energy simulation,,,,Cfb,Europe,United Kingdom,London,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - London,1.308722044,1.052706553,0.413589534
Green roof,Extensive,Gramineous,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,0.26,2012 €/m2,every year,not mentioned,every year,0.2559,1.197,1,0.292450095,Avoided cost (electricity and natural gas consumption),,,building energy simulation,,,,Cfb,Europe,United Kingdom,London,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - London,1.308722044,1.052706553,0.434548463
Green roof,Semi-intensive,Sedum,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,0.3,2012 €/m2,every year,not mentioned,every year,0.2954,1.197,1,0.337587087,Avoided cost (electricity and natural gas consumption),,,building energy simulation,,,,Cfb,Europe,United Kingdom,London,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - London,1.308722044,1.052706553,0.501617036
Green roof,Extensive,,not mentioned,,,,,annual average,To be constructed,university,white roof,,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,0.31,2018 $/m2,every year,50,every year,0.3095,1.03,0.668,0.213042588,Avoided cost (electricity and natural gas consumption),2.2,kWh/m2,Energy building simulation,,,,Cfa,North America,USA,"Gainesville, FL","Yao et al.,",2018,Integrating cost-benefits analysis and life cycle assessment of green roofs: a case study in Florida,Cost-Benefit Analysis,,,Yao - Gainesville,1.096062997,0.678,0.230028681
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,residential,black roof,insulated,slanted,Energy consumption reduction (heating and cooling),benefit,building,financial,0.176,2017 €/m2,every year,40,every year,0.1762,1.06,1.173,0.219190204,Aggregation,,,Aggregation,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis,,,Teotonio - Lisbon,1.619024104,1.192708333,0.598617298
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,residential,black roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,18.486,2017 €/m2,every year,40,every year,18.486,1.06,1.173,22.99631164,Aggregation,,,Aggregation,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis,,,Teotonio - Lisbon,1.619024104,1.192708333,0.598617298
Green roof,Semi-intensive,Gramineous,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,0.36,2012 €/m2,every year,not mentioned,every year,0.3587,1.197,1,0.409994346,Avoided cost (electricity and natural gas consumption),,,building energy simulation,,,,Cfb,Europe,United Kingdom,London,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - London,1.308722044,1.052706553,0.609206205
Green roof,Extensive,Sedum,no,,,,,annual average,To be constructed,university,gravel roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,0.37,2005 US$/m2,every year,40,every year,0.37,1.3,0.668,0.321288928,Avoided cost,,,,,,,Cfa,North America,USA,"Athens, GA","Carter and Keeler,",2008,Life-cycle cost-benefit analysis of extensive vegetated roof systems,Cost-Benefit Analysis,,,Carter & Keeler - Athens,0.862121135,0.819,0.261248568
Green roof,Extensive,Sedum,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,0.37,2012 €/m2,every year,not mentioned,every year,0.3732,1.046,1,0.026011802,Avoided cost (electricity and natural gas consumption),,,building energy simulation,,,,Dfb,Europe,Norway,Oslo,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - Oslo,1.308722044,0.081774925,0.039942797
Green roof,Extensive,Multiple species,not mentioned,,,,,annual average,To be constructed,commercial,black roof,non-insulated,,Energy consumption reduction (heating and cooling),benefit,building,financial,0.38,2010 US$/m2,every year,40,every year,0.3761,1.182,0.668,0.29704793,Avoided cost (electricity and natural gas consumption),,,Energy building simulation,,,,Cfa,North America,USA,Washington D.C.,"Niu et al.,",2010,"Scaling of economic benefits from green roof implementation in Wahsington, DC",Cost-Benefit Analysis,,,Niu - Washington D.C.,2.331381249,0.756,0.662863106
Green roof,Extensive,,not mentioned,,,,,annual average,To be constructed,university,black roof,non-insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,0.38,2006 US$/m2,every year,40,every year,0.3797,1.262,0.668,0.320009651,Avoided cost (electricity and natural gas consumption),8.77,kWh/m2/year,,,,,Dfa,North America,USA,"Ann Arbor, MI","Clark et al., ",2008,Green roof valuation: a probabilisitc economic analysis of environmental benefits,Cost-Benefit Analysis,,,Clark - Ann Arbor,0.756263391,0.796,0.2285614
Green roof,Extensive,Grass lawn,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,0.39,2012 €/m2,every year,not mentioned,every year,0.3874,1.124,1,0.376327415,Avoided cost (electricity and natural gas consumption),,,building energy simulation,,,,Cfb,Europe,Netherlands,Amsterdam,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione-Amsterdam,1.308722044,0.89684466,0.454727367
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Energy consumption reduction (heating and cooling),benefit,building,financial,0.47,2012 US$/m2,every year,40,every year,0.4716,1.136,0.668,0.357993872,Aggregation,,,Aggregation,,,,Csb,North America,USA,Oregon,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,0.386858236
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Energy consumption reduction (heating and cooling),benefit,building,financial,43.31,2012 US$/m2,every year,55,every year,43.3111,1.136,0.668,32.87819384,Aggregation,,,Aggregation,,,,Csb,North America,USA,Oregon,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,0.386858236
Green roof,Extensive,Gramineous,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,0.42,2012 €/m2,every year,not mentioned,every year,0.4199,1.124,1,0.407852224,Avoided cost (electricity and natural gas consumption),,,building energy simulation,,,,Cfb,Europe,Netherlands,Amsterdam,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione-Amsterdam,1.308722044,0.89684466,0.492819712
Green roof,Semi-intensive,Sedum,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,0.45,2012 €/m2,every year,not mentioned,every year,0.4544,1.124,1,0.441347334,Avoided cost (electricity and natural gas consumption),,,building energy simulation,,,,Cfb,Europe,Netherlands,Amsterdam,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione-Amsterdam,1.308722044,0.89684466,0.533292829
Green roof,Semi-intensive,Gramineous,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,0.54,2012 €/m2,every year,not mentioned,every year,0.5365,1.124,1,0.521144509,Avoided cost (electricity and natural gas consumption),,,building energy simulation,,,,Cfb,Europe,Netherlands,Amsterdam,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione-Amsterdam,1.308722044,0.89684466,0.629714077
Green roof,Extensive,Multiple species,not mentioned,,,,,annual average,To be constructed,residential,black roof,non-insulated,,Energy consumption reduction (heating and cooling),benefit,building,financial,0.56,2010 US$/m2,every year,40,every year,0.5626,1.182,0.668,0.444369556,Avoided cost (electricity and natural gas consumption),,,Energy building simulation,,,,Cfa,North America,USA,Washington D.C.,"Niu et al.,",2010,"Scaling of economic benefits from green roof implementation in Wahsington, DC",Cost-Benefit Analysis,,,Niu - Washington D.C.,2.331381249,0.756,0.991611637
Green roof,Extensive,Gramineous,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,0.64,2012 €/m2,every year,not mentioned,every year,0.644,1.046,1,0.044884495,Avoided cost (electricity and natural gas consumption),,,building energy simulation,,,,Dfb,Europe,Norway,Oslo,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - Oslo,1.308722044,0.081774925,0.068923034
Green roof,Extensive,Grass lawn,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,0.65,2012 €/m2,every year,not mentioned,every year,0.6481,1.046,1,0.045167232,Avoided cost (electricity and natural gas consumption),,,building energy simulation,,,,Dfb,Europe,Norway,Oslo,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - Oslo,1.308722044,0.081774925,0.069357194
Green roof,Extensive,Grass lawn,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,0.69,2012 €/m2,every year,not mentioned,every year,0.6876,1.082,1,0.749884367,Avoided cost (electricity and natural gas consumption),,,building energy simulation,,,,Csa,Europe,Italy,Rome,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - Rome,1.308722044,0.987967914,0.889084496
Green roof,Semi-intensive,Sedum,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,0.71,2012 €/m2,every year,not mentioned,every year,0.714,1.046,1,0.049761708,Avoided cost (electricity and natural gas consumption),,,building energy simulation,,,,Dfb,Europe,Norway,Oslo,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - Oslo,1.308722044,0.081774925,0.076412308
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,residential,black roof,non-insulated,slanted,Energy consumption reduction (heating and cooling),benefit,building,financial,0.26,2017 €/m2,every year,40,every year,0.26,1.06,1.173,0.323436169,Aggregation,,,Aggregation,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis,,,Teotonio - Lisbon,1.619024104,1.192708333,1.525508597
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,residential,black roof,non-insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,0,2017 €/m2,every year,40,every year,0,1.06,1.173,0,Aggregation,,,Aggregation,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis,,,Teotonio - Lisbon,1.619024104,1.192708333,1.525508597
Green roof,Extensive,Gramineous,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,0.79,2012 €/m2,every year,not mentioned,every year,0.7911,1.082,1,0.862698829,Avoided cost (electricity and natural gas consumption),,,building energy simulation,,,,Csa,Europe,Italy,Rome,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - Rome,1.308722044,0.987967914,1.022840571
Green roof,Semi-intensive,Gramineous,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,0.81,2012 €/m2,every year,not mentioned,every year,0.8053,1.046,1,0.05612329,Avoided cost (electricity and natural gas consumption),,,building energy simulation,,,,Dfb,Europe,Norway,Oslo,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - Oslo,1.308722044,0.081774925,0.086180927
Green roof,Semi-intensive,Sedum,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,0.82,2012 €/m2,every year,not mentioned,every year,0.8154,1.082,1,0.889243409,Avoided cost (electricity and natural gas consumption),,,building energy simulation,,,,Csa,Europe,Italy,Rome,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - Rome,1.308722044,0.987967914,1.054312589
Green roof,Extensive,,not mentioned,,,,,annual average,To be constructed,university,black roof,non-insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,0.89,2006 US$/m2,every year,40,every year,0.893,1.262,0.668,0.752698757,Avoided cost (electricity and natural gas consumption),35.35,kWh/m2/year,,,,,Dfa,North America,USA,"Ann Arbor, MI","Clark et al., ",2008,Green roof valuation: a probabilisitc economic analysis of environmental benefits,Cost-Benefit Analysis,,,Clark - Ann Arbor,0.756263391,0.796,0.537602166
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Energy consumption reduction (heating and cooling),benefit,building,financial,0.49,2012 US$/m2,every year,40,every year,0.4857,1.136,0.668,0.368733721,Aggregation,,,Aggregation,,,,Csb,North America,USA,Oregon,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,0.870431032
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Energy consumption reduction (heating and cooling),benefit,building,financial,43.33,2012 US$/m2,every year,55,every year,43.33,1.136,0.668,32.8925601,Aggregation,,,Aggregation,,,,Csb,North America,USA,Oregon,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,0.870431032
Green roof,Extensive,Grass lawn,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,1.01,2012 €/m2,every year,not mentioned,every year,1.0122,1.061,1,1.16143487,Avoided cost (electricity and natural gas consumption),,,building energy simulation,,,,Csa,Europe,Spain,Sevilla,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - Sevilla,1.308722044,1.063309353,1.40851241
Green roof,Semi-intensive,Sedum,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,1.01,2012 €/m2,every year,not mentioned,every year,1.0142,1.061,1,1.163762394,Avoided cost (electricity and natural gas consumption),,,building energy simulation,,,,Csa,Europe,Spain,Sevilla,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - Sevilla,1.308722044,1.063309353,1.411335081
Green roof,Extensive,Gramineous,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,1.08,2012 €/m2,every year,not mentioned,every year,1.0842,1.061,1,1.244062,Avoided cost (electricity and natural gas consumption),,,building energy simulation,,,,Csa,Europe,Spain,Sevilla,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - Sevilla,1.308722044,1.063309353,1.508717201
Green roof,Semi-intensive,Gramineous,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,1.13,2012 €/m2,every year,not mentioned,every year,1.1318,1.082,1,1.234322941,Avoided cost (electricity and natural gas consumption),,,building energy simulation,,,,Csa,Europe,Italy,Rome,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - Rome,1.308722044,0.987967914,1.463448817
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,non-insulated,slanted,Energy consumption reduction (heating and cooling),benefit,building,financial,0.823,2017 €/m2,every year,40,every year,0.8226,1.06,1.173,1.02330228,Aggregation,,,Aggregation,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis,,,Teotonio - Lisbon,1.619024104,1.192708333,2.259297543
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,non-insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,-0.027,2017 €/m2,every year,40,every year,-0.027,1.06,1.173,-0.033587602,Aggregation,,,Aggregation,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis,,,Teotonio - Lisbon,1.619024104,1.192708333,2.259297543
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,insulated,slanted,Energy consumption reduction (heating and cooling),benefit,building,financial,0.26,2017 €/m2,every year,40,every year,0.26,1.06,1.173,0.323436169,Aggregation,,,Aggregation,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis,,,Teotonio - Lisbon,1.619024104,1.192708333,2.452399897
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,0,2017 €/m2,every year,40,every year,0,1.06,1.173,0,Aggregation,,,Aggregation,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis,,,Teotonio - Lisbon,1.619024104,1.192708333,2.452399897
Green roof,Extensive,Grass lawn,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,1.29,2012 €/m2,every year,not mentioned,every year,1.2911,1.061,1,1.481469528,Avoided cost (electricity and natural gas consumption),,,building energy simulation,,,,Bsh,Europe,Spain,"Santa Cruz, Tenerife","Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - Santa Cruz,1.308722044,1.063309353,1.796629558
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,1.31,2017 €/m2,every year,40,every year,1.31,1.031,1.008,1.361253432,Avoided cost,,,Authors' calculation on study site,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis,,,Berto 2018- Trieste,1.619024104,0.995652174,2.111700178
Green roof,Extensive,Sedum,yes,,,,,annual average,To be constructed,,black roof,non-insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,42.02,2014 US$/m2,every year,40,every year,42.02,1.096,0.668,30.77863384,Aggregation,,,Aggregation,,,,Cfa,North America,USA,"San Antonio, TX","McRae,",2016,Case study: A conservative approach to green roof benefit quantification and valuation for public buildings,Cost-Benefit Analysis,,,McRae - San Antonio,2.400748885,0.717,2.363386016
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,residential,black roof,,,Energy consumption reduction (heating and cooling),benefit,building,financial,0.08,2018 €/m2,every year,50,every year,0.0845,1.038,0.896,0.078594835,Aggregation,,,Aggregation,,,,Cfb,Europe,Germany,Berlin,"Johnson & Geisendorf,",2019,Are Neighborhood-level SUDS Worth it? An assessment of the Economic Value of Sustainable Urban Drainage System Scenarios Using Cost-Benefit Analyses,Cost-Benefit Analysis,,,Johnson & Geisendor - Berlin,1.096062997,0.919945726,1.42114554
Green roof,Extensive,Gramineous,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,1.55,2012 €/m2,every year,not mentioned,every year,1.5467,1.061,1,1.774737651,Avoided cost (electricity and natural gas consumption),,,building energy simulation,,,,Bsh,Europe,Spain,"Santa Cruz, Tenerife","Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - Santa Cruz,1.308722044,1.063309353,2.152285998
Green roof,Semi-intensive,Sedum,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,1.55,2012 €/m2,every year,not mentioned,every year,1.5507,1.061,1,1.779392701,Avoided cost (electricity and natural gas consumption),,,building energy simulation,,,,Bsh,Europe,Spain,"Santa Cruz, Tenerife","Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - Santa Cruz,1.308722044,1.063309353,2.157931338
Green roof,Semi-intensive,Gramineous,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,1.58,2012 €/m2,every year,not mentioned,every year,1.5781,1.061,1,1.810814286,Avoided cost (electricity and natural gas consumption),,,building energy simulation,,,,Csa,Europe,Spain,Sevilla,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - Sevilla,1.308722044,1.063309353,2.196037385
Green roof,Extensive,Sedum,yes,,,,,annual average,To be constructed,residential,black roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,0.88,2015 €/m2,every year,50,every year,0.8824,1.05,1.008,0.934010557,Aggregation,,,Aggregation,,,,Csa,Europe,Italy,Genoa,"Perini & Rosasco,",2016,Is greening the building envelope economically sustainable? An analysis to evaluate the advantages of economy of scope of vertical green systems and green roofs,Cost-Benefit Analysis,,,Perini & Rosasco - Genoa,2.181460776,0.972936401,3.822058609
Green roof,Semi-intensive,Gramineous,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,2.12,2012 €/m2,every year,not mentioned,every year,2.1227,1.061,1,2.435754692,Avoided cost (electricity and natural gas consumption),,,building energy simulation,,,,Bsh,Europe,Spain,"Santa Cruz, Tenerife","Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - Santa Cruz,1.308722044,1.063309353,2.953924324
Green roof,Extensive,,yes,,,,,annual average,Already constructed,primary school,,,flat,Energy consumption reduction (heating and cooling),benefit,building,financial,12.63,2020 €/m2,every year,40,every year,12.63,1,1.173,14.81588477,Aggregation,,,Aggregation,,,,Csa,Europe,Portugal,LIsbon,"Almeida et al.,",2020,Socioeconomic feasibility of green roofs and walls in public buildings: The case study of primary schoools in Portugal,Cost-Benefit Analysis,,,Almeida - Lisbon1,1,1.171929825,0.262043509
